iquitos_persiann, 3.875S, 73.375W, precipitation_amount,
2006,6,8,16.75, 
2006,6,9,11.57, 
2006,6,10,0, 
2006,6,11,12.59, 
2006,6,12,9.1, 
2006,6,13,35.28, 
2006,6,14,0, 
2006,6,15,0, 
2006,6,16,2.63, 
2006,6,17,3.89, 
2006,6,18,16.12, 
2006,6,19,13.77, 
2006,6,20,1.08, 
2006,6,21,0, 
2006,6,22,13.94, 
2006,6,23,2.19, 
2006,6,24,0, 
2006,6,25,0, 
2006,6,26,0, 
2006,6,27,2.84, 
2006,6,28,16.74, 
2006,6,29,0, 
2006,6,30,0, 
2006,7,1,0, 
2006,7,2,1.14, 
2006,7,3,0, 
2006,7,4,1.17, 
2006,7,5,0, 
2006,7,6,0, 
2006,7,7,0, 
2006,7,8,0, 
2006,7,9,0, 
2006,7,10,0, 
2006,7,11,0, 
2006,7,12,7.9, 
2006,7,13,5.52, 
2006,7,14,1, 
2006,7,15,38.81, 
2006,7,16,1.49, 
2006,7,17,0, 
2006,7,18,0, 
2006,7,19,0, 
2006,7,20,0, 
2006,7,21,0, 
2006,7,22,6.51, 
2006,7,23,12.77, 
2006,7,24,9.38, 
2006,7,25,3.53, 
2006,7,26,1.19, 
2006,7,27,10.41, 
2006,7,28,10.9, 
2006,7,29,9.92, 
2006,7,30,3.51, 
2006,7,31,5.5, 
2006,8,1,0, 
2006,8,2,0.69, 
2006,8,3,0, 
2006,8,4,0, 
2006,8,5,4.02, 
2006,8,6,5.41, 
2006,8,7,1.67, 
2006,8,8,1.53, 
2006,8,9,2.78, 
2006,8,10,4.5, 
2006,8,11,15.67, 
2006,8,12,7.08, 
2006,8,13,0, 
2006,8,14,16.18, 
2006,8,15,5.6, 
2006,8,16,25.33, 
2006,8,17,7.73, 
2006,8,18,8.82, 
2006,8,19,0.79, 
2006,8,20,3.61, 
2006,8,21,16.72, 
2006,8,22,3.03, 
2006,8,23,0, 
2006,8,24,0, 
2006,8,25,25.9, 
2006,8,26,0, 
2006,8,27,32.13, 
2006,8,28,6.94, 
2006,8,29,9.4, 
2006,8,30,15.23, 
2006,8,31,6.83, 
2006,9,1,3.13, 
2006,9,2,2.38, 
2006,9,3,17.08, 
2006,9,4,36.28, 
2006,9,5,12.52, 
2006,9,6,0, 
2006,9,7,0, 
2006,9,8,0, 
2006,9,9,36.56, 
2006,9,10,4.04, 
2006,9,11,58.75, 
2006,9,12,29.07, 
2006,9,13,9.46, 
2006,9,14,6.72, 
2006,9,15,0, 
2006,9,16,4.1, 
2006,9,17,25.03, 
2006,9,18,7.82, 
2006,9,19,4.68, 
2006,9,20,0, 
2006,9,21,3.48, 
2006,9,22,19.32, 
2006,9,23,64.52, 
2006,9,24,31.76, 
2006,9,25,10.88, 
2006,9,26,18.02, 
2006,9,27,0, 
2006,9,28,0, 
2006,9,29,0, 
2006,9,30,26.23, 
2006,10,1,16.23, 
2006,10,2,0, 
2006,10,3,7.48, 
2006,10,4,0, 
2006,10,5,1.46, 
2006,10,6,16.06, 
2006,10,7,4.56, 
2006,10,8,5.99, 
2006,10,9,6.14, 
2006,10,10,29.57, 
2006,10,11,4.77, 
2006,10,12,12.35, 
2006,10,13,19.26, 
2006,10,14,4.73, 
2006,10,15,25.55, 
2006,10,16,7.54, 
2006,10,17,12.01, 
2006,10,18,5.24, 
2006,10,19,0, 
2006,10,20,10.24, 
2006,10,21,7.56, 
2006,10,22,17.8, 
2006,10,23,3.09, 
2006,10,24,0, 
2006,10,25,0.7, 
2006,10,26,3.22, 
2006,10,27,8.72, 
2006,10,28,1.75, 
2006,10,29,18.62, 
2006,10,30,34.49, 
2006,10,31,26.65, 
2006,11,1,16.18, 
2006,11,2,2.16, 
2006,11,3,5.33, 
2006,11,4,6.59, 
2006,11,5,22.81, 
2006,11,6,0.53, 
2006,11,7,2.06, 
2006,11,8,45.87, 
2006,11,9,12.89, 
2006,11,10,2.16, 
2006,11,11,17.44, 
2006,11,12,6.23, 
2006,11,13,0, 
2006,11,14,11.17, 
2006,11,15,1.12, 
2006,11,16,3.78, 
2006,11,17,6.02, 
2006,11,18,5.96, 
2006,11,19,14.59, 
2006,11,20,0.95, 
2006,11,21,0, 
2006,11,22,0, 
2006,11,23,0, 
2006,11,24,24.35, 
2006,11,25,30.06, 
2006,11,26,7.28, 
2006,11,27,13.64, 
2006,11,28,12.51, 
2006,11,29,24.14, 
2006,11,30,9.32, 
2006,12,1,33.3, 
2006,12,2,13.69, 
2006,12,3,3.36, 
2006,12,4,3.57, 
2006,12,5,22.39, 
2006,12,6,53.9, 
2006,12,7,10.09, 
2006,12,8,3.82, 
2006,12,9,33.14, 
2006,12,10,0, 
2006,12,11,34.41, 
2006,12,12,44.39, 
2006,12,13,20.08, 
2006,12,14,6.95, 
2006,12,15,15.25, 
2006,12,16,1.19, 
2006,12,17,12.5, 
2006,12,18,11.12, 
2006,12,19,23.63, 
2006,12,20,31.18, 
2006,12,21,31.79, 
2006,12,22,11.27, 
2006,12,23,0, 
2006,12,24,0, 
2006,12,25,16.71, 
2006,12,26,3.21, 
2006,12,27,3.82, 
2006,12,28,2.64, 
2006,12,29,11.2, 
2006,12,30,14.69, 
2006,12,31,6.71, 
2007,1,1,37.31, 
2007,1,2,0, 
2007,1,3,4.85, 
2007,1,4,16.06, 
2007,1,5,1.81, 
2007,1,6,2.98, 
2007,1,7,11.36, 
2007,1,8,0, 
2007,1,9,0.79, 
2007,1,10,8.07, 
2007,1,11,26.16, 
2007,1,12,54.89, 
2007,1,13,32.7, 
2007,1,14,0, 
2007,1,15,4.28, 
2007,1,16,5.8, 
2007,1,17,39.58, 
2007,1,18,5.67, 
2007,1,19,1.52, 
2007,1,20,14.66, 
2007,1,21,6.26, 
2007,1,22,21.98, 
2007,1,23,2, 
2007,1,24,12.45, 
2007,1,25,22.34, 
2007,1,26,15.94, 
2007,1,27,30.97, 
2007,1,28,0, 
2007,1,29,0, 
2007,1,30,2.13, 
2007,1,31,18.05, 
2007,2,1,2.97, 
2007,2,2,22.77, 
2007,2,3,15.31, 
2007,2,4,0.57, 
2007,2,5,0, 
2007,2,6,0, 
2007,2,7,0, 
2007,2,8,0, 
2007,2,9,0.69, 
2007,2,10,1.51, 
2007,2,11,4.49, 
2007,2,12,7.5, 
2007,2,13,5.04, 
2007,2,14,1.95, 
2007,2,15,0, 
2007,2,16,1.31, 
2007,2,17,7.67, 
2007,2,18,3.22, 
2007,2,19,6.51, 
2007,2,20,24.17, 
2007,2,21,2.04, 
2007,2,22,0.88, 
2007,2,23,1.69, 
2007,2,24,12.45, 
2007,2,25,13.67, 
2007,2,26,0.66, 
2007,2,27,2.38, 
2007,2,28,1.61, 
2007,3,1,10.13, 
2007,3,2,42.78, 
2007,3,3,13.91, 
2007,3,4,38.45, 
2007,3,5,7.81, 
2007,3,6,2.26, 
2007,3,7,2.48, 
2007,3,8,6.6, 
2007,3,9,4.72, 
2007,3,10,1.53, 
2007,3,11,37.05, 
2007,3,12,0.83, 
2007,3,13,15.81, 
2007,3,14,9.09, 
2007,3,15,2.35, 
2007,3,16,30.29, 
2007,3,17,0, 
2007,3,18,9.99, 
2007,3,19,82.8, 
2007,3,20,0.68, 
2007,3,21,1.87, 
2007,3,22,11.6, 
2007,3,23,54.46, 
2007,3,24,21.09, 
2007,3,25,3.44, 
2007,3,26,0, 
2007,3,27,4.48, 
2007,3,28,14.57, 
2007,3,29,25.29, 
2007,3,30,20.8, 
2007,3,31,13.16, 
2007,4,1,4.71, 
2007,4,2,14.03, 
2007,4,3,1.2, 
2007,4,4,0, 
2007,4,5,30.47, 
2007,4,6,23.83, 
2007,4,7,33.45, 
2007,4,8,8.13, 
2007,4,9,1.86, 
2007,4,10,38.75, 
2007,4,11,1.89, 
2007,4,12,22.21, 
2007,4,13,21.47, 
2007,4,14,5.46, 
2007,4,15,3.84, 
2007,4,16,0, 
2007,4,17,31.29, 
2007,4,18,25.83, 
2007,4,19,75.11, 
2007,4,20,19.37, 
2007,4,21,2.76, 
2007,4,22,1.54, 
2007,4,23,1.96, 
2007,4,24,35.31, 
2007,4,25,49.9, 
2007,4,26,0.78, 
2007,4,27,1.53, 
2007,4,28,3.65, 
2007,4,29,12.22, 
2007,4,30,0, 
2007,5,1,0.79, 
2007,5,2,4.45, 
2007,5,3,2.4, 
2007,5,4,14.13, 
2007,5,5,11.07, 
2007,5,6,10.77, 
2007,5,7,45.54, 
2007,5,8,2.45, 
2007,5,9,29.23, 
2007,5,10,10.53, 
2007,5,11,0.83, 
2007,5,12,0, 
2007,5,13,0, 
2007,5,14,2.19, 
2007,5,15,5.69, 
2007,5,16,11.95, 
2007,5,17,0, 
2007,5,18,3.64, 
2007,5,19,35.81, 
2007,5,20,5.26, 
2007,5,21,1.76, 
2007,5,22,21.28, 
2007,5,23,12.3, 
2007,5,24,17.68, 
2007,5,25,19.29, 
2007,5,26,1.31, 
2007,5,27,0, 
2007,5,28,4.82, 
2007,5,29,0, 
2007,5,30,18.44, 
2007,5,31,9.03, 
2007,6,1,0, 
2007,6,2,0, 
2007,6,3,4.12, 
2007,6,4,7.52, 
2007,6,5,0, 
2007,6,6,2.05, 
2007,6,7,0, 
2007,6,8,10.99, 
2007,6,9,2.11, 
2007,6,10,28.66, 
2007,6,11,10.97, 
2007,6,12,10.67, 
2007,6,13,4.28, 
2007,6,14,6.47, 
2007,6,15,3.45, 
2007,6,16,33.45, 
2007,6,17,20.51, 
2007,6,18,0, 
2007,6,19,0, 
2007,6,20,9.79, 
2007,6,21,0, 
2007,6,22,0, 
2007,6,23,1.62, 
2007,6,24,0, 
2007,6,25,0, 
2007,6,26,0, 
2007,6,27,1.59, 
2007,6,28,0, 
2007,6,29,0, 
2007,6,30,0, 
2007,7,1,0, 
2007,7,2,0, 
2007,7,3,1.07, 
2007,7,4,1.55, 
2007,7,5,0, 
2007,7,6,0, 
2007,7,7,5.89, 
2007,7,8,1.1, 
2007,7,9,9.17, 
2007,7,10,0.68, 
2007,7,11,0, 
2007,7,12,0, 
2007,7,13,0, 
2007,7,14,1.15, 
2007,7,15,13.06, 
2007,7,16,11.4, 
2007,7,17,5.04, 
2007,7,18,0, 
2007,7,19,10.85, 
2007,7,20,8.86, 
2007,7,21,0, 
2007,7,22,0, 
2007,7,23,3.16, 
2007,7,24,14.33, 
2007,7,25,28.72, 
2007,7,26,26.84, 
2007,7,27,0.99, 
2007,7,28,0, 
2007,7,29,0, 
2007,7,30,0, 
2007,7,31,0, 
2007,8,1,0, 
2007,8,2,0, 
2007,8,3,9.84, 
2007,8,4,23.91, 
2007,8,5,0, 
2007,8,6,2.02, 
2007,8,7,0, 
2007,8,8,22.93, 
2007,8,9,3.58, 
2007,8,10,0.78, 
2007,8,11,1.6, 
2007,8,12,7.89, 
2007,8,13,0, 
2007,8,14,0, 
2007,8,15,5.76, 
2007,8,16,1.17, 
2007,8,17,2.13, 
2007,8,18,0, 
2007,8,19,0, 
2007,8,20,0, 
2007,8,21,0, 
2007,8,22,0, 
2007,8,23,0, 
2007,8,24,0, 
2007,8,25,12.06, 
2007,8,26,1.87, 
2007,8,27,16.33, 
2007,8,28,28.8, 
2007,8,29,34.26, 
2007,8,30,1.37, 
2007,8,31,0, 
2007,9,1,1.7, 
2007,9,2,8.9, 
2007,9,3,1.25, 
2007,9,4,4.97, 
2007,9,5,6.91, 
2007,9,6,19.96, 
2007,9,7,2, 
2007,9,8,0, 
2007,9,9,9.76, 
2007,9,10,6.25, 
2007,9,11,2.18, 
2007,9,12,7, 
2007,9,13,9.18, 
2007,9,14,0, 
2007,9,15,37.78, 
2007,9,16,2.08, 
2007,9,17,0, 
2007,9,18,3.69, 
2007,9,19,1.02, 
2007,9,20,17.28, 
2007,9,21,19.3, 
2007,9,22,8.39, 
2007,9,23,0, 
2007,9,24,10.11, 
2007,9,25,9.93, 
2007,9,26,0.7, 
2007,9,27,0, 
2007,9,28,3.26, 
2007,9,29,20.93, 
2007,9,30,1.1, 
2007,10,1,1.36, 
2007,10,2,3.61, 
2007,10,3,1.59, 
2007,10,4,12.78, 
2007,10,5,1.09, 
2007,10,6,3.17, 
2007,10,7,11.55, 
2007,10,8,5.3, 
2007,10,9,9.51, 
2007,10,10,0, 
2007,10,11,3.22, 
2007,10,12,2.28, 
2007,10,13,21.7, 
2007,10,14,15.82, 
2007,10,15,21.99, 
2007,10,16,28.5, 
2007,10,17,3.54, 
2007,10,18,18.67, 
2007,10,19,15.94, 
2007,10,20,33.67, 
2007,10,21,0, 
2007,10,22,6.41, 
2007,10,23,1.5, 
2007,10,24,11.1, 
2007,10,25,2.36, 
2007,10,26,7.1, 
2007,10,27,0, 
2007,10,28,6.71, 
2007,10,29,22.51, 
2007,10,30,1.15, 
2007,10,31,0.47, 
2007,11,1,0, 
2007,11,2,0, 
2007,11,3,4.95, 
2007,11,4,58.18, 
2007,11,5,5.13, 
2007,11,6,0.74, 
2007,11,7,38.44, 
2007,11,8,3.97, 
2007,11,9,18.09, 
2007,11,10,10.26, 
2007,11,11,13.14, 
2007,11,12,24.86, 
2007,11,13,6.25, 
2007,11,14,29.57, 
2007,11,15,10.35, 
2007,11,16,4.04, 
2007,11,17,1.51, 
2007,11,18,0, 
2007,11,19,0.55, 
2007,11,20,14.54, 
2007,11,21,26.26, 
2007,11,22,23.73, 
2007,11,23,0, 
2007,11,24,9.22, 
2007,11,25,41.28, 
2007,11,26,14.3, 
2007,11,27,19.15, 
2007,11,28,10.47, 
2007,11,29,3.11, 
2007,11,30,6.3, 
2007,12,1,32.25, 
2007,12,2,0, 
2007,12,3,1.88, 
2007,12,4,0, 
2007,12,5,0, 
2007,12,6,2.2, 
2007,12,7,16.8, 
2007,12,8,42.62, 
2007,12,9,21.77, 
2007,12,10,0, 
2007,12,11,6.04, 
2007,12,12,23.15, 
2007,12,13,2.98, 
2007,12,14,10.97, 
2007,12,15,10.03, 
2007,12,16,21.06, 
2007,12,17,71.9, 
2007,12,18,6.2, 
2007,12,19,0, 
2007,12,20,19.75, 
2007,12,21,12.37, 
2007,12,22,4.75, 
2007,12,23,0, 
2007,12,24,10.5, 
2007,12,25,6.05, 
2007,12,26,23.93, 
2007,12,27,3.83, 
2007,12,28,3.6, 
2007,12,29,11.69, 
2007,12,30,12.79, 
2007,12,31,18.05, 
2008,1,1,3.48, 
2008,1,2,0, 
2008,1,3,6.68, 
2008,1,4,2.03, 
2008,1,5,31.78, 
2008,1,6,3.54, 
2008,1,7,24.33, 
2008,1,8,2.8, 
2008,1,9,0, 
2008,1,10,4.56, 
2008,1,11,0, 
2008,1,12,69.99, 
2008,1,13,11.52, 
2008,1,14,7.1, 
2008,1,15,42.55, 
2008,1,16,11.6, 
2008,1,17,0, 
2008,1,18,8.28, 
2008,1,19,1.67, 
2008,1,20,30.7, 
2008,1,21,7.79, 
2008,1,22,11.22, 
2008,1,23,16.67, 
2008,1,24,11.79, 
2008,1,25,26.13, 
2008,1,26,28.39, 
2008,1,27,13.59, 
2008,1,28,2.21, 
2008,1,29,2.58, 
2008,1,30,24.77, 
2008,1,31,9.86, 
2008,2,1,0, 
2008,2,2,0, 
2008,2,3,0, 
2008,2,4,1.51, 
2008,2,5,0, 
2008,2,6,0, 
2008,2,7,27.12, 
2008,2,8,0.92, 
2008,2,9,5.3, 
2008,2,10,3.44, 
2008,2,11,10.45, 
2008,2,12,9.89, 
2008,2,13,13.48, 
2008,2,14,12.34, 
2008,2,15,18.36, 
2008,2,16,3.5, 
2008,2,17,3.71, 
2008,2,18,61.36, 
2008,2,19,0.74, 
2008,2,20,21.07, 
2008,2,21,24.18, 
2008,2,22,4.04, 
2008,2,23,43.88, 
2008,2,24,7.42, 
2008,2,25,0, 
2008,2,26,10.58, 
2008,2,27,46.01, 
2008,2,28,55.92, 
2008,2,29,31.17, 
2008,3,1,13.5, 
2008,3,2,2.81, 
2008,3,3,50.84, 
2008,3,4,11.66, 
2008,3,5,0.5, 
2008,3,6,5.59, 
2008,3,7,36.21, 
2008,3,8,5.37, 
2008,3,9,35.51, 
2008,3,10,1.21, 
2008,3,11,1.21, 
2008,3,12,42.48, 
2008,3,13,1.04, 
2008,3,14,2.28, 
2008,3,15,25.2, 
2008,3,16,15.77, 
2008,3,17,3.89, 
2008,3,18,1.76, 
2008,3,19,10.15, 
2008,3,20,0.56, 
2008,3,21,22.47, 
2008,3,22,1.95, 
2008,3,23,4.48, 
2008,3,24,20.76, 
2008,3,25,0, 
2008,3,26,4.49, 
2008,3,27,3.81, 
2008,3,28,3.11, 
2008,3,29,86.6, 
2008,3,30,0, 
2008,3,31,8.99, 
2008,4,1,7.04, 
2008,4,2,31.51, 
2008,4,3,10.65, 
2008,4,4,3.41, 
2008,4,5,2.92, 
2008,4,6,15.92, 
2008,4,7,0, 
2008,4,8,10.07, 
2008,4,9,29.03, 
2008,4,10,23.94, 
2008,4,11,0, 
2008,4,12,0.85, 
2008,4,13,15.85, 
2008,4,15,19.42, 
2008,4,16,11.87, 
2008,4,17,3.47, 
2008,4,18,0, 
2008,4,19,1.16, 
2008,4,20,5.29, 
2008,4,21,0.84, 
2008,4,22,1.73, 
2008,4,23,1.64, 
2008,4,24,0, 
2008,4,25,12.03, 
2008,4,26,8.17, 
2008,4,27,9.56, 
2008,4,28,8.99, 
2008,4,29,9.94, 
2008,4,30,3.1, 
2008,5,1,29.13, 
2008,5,2,1.73, 
2008,5,3,6.6, 
2008,5,4,0, 
2008,5,5,0, 
2008,5,6,0, 
2008,5,7,0, 
2008,5,8,0, 
2008,5,9,16.85, 
2008,5,10,7.67, 
2008,5,11,1.59, 
2008,5,12,3.97, 
2008,5,13,0, 
2008,5,14,0, 
2008,5,15,0, 
2008,5,16,5.94, 
2008,5,17,15.77, 
2008,5,18,1.84, 
2008,5,19,22.14, 
2008,5,20,5.97, 
2008,5,21,24.28, 
2008,5,22,2.49, 
2008,5,23,14.34, 
2008,5,24,13.43, 
2008,5,25,7.21, 
2008,5,26,4.32, 
2008,5,27,7.69, 
2008,5,28,0.65, 
2008,5,29,12.81, 
2008,5,30,3.12, 
2008,5,31,5.82, 
2008,6,1,0, 
2008,6,2,0, 
2008,6,3,0, 
2008,6,4,0, 
2008,6,5,0, 
2008,6,6,0, 
2008,6,7,0, 
2008,6,8,1.49, 
2008,6,9,11.78, 
2008,6,10,5.36, 
2008,6,11,26.24, 
2008,6,12,3.59, 
2008,6,13,26.36, 
2008,6,14,16.63, 
2008,6,15,10.07, 
2008,6,16,22.93, 
2008,6,17,10.94, 
2008,6,18,0, 
2008,6,19,0, 
2008,6,20,0, 
2008,6,21,33.22, 
2008,6,22,12.89, 
2008,6,23,32.83, 
2008,6,24,0, 
2008,6,25,0, 
2008,6,26,0, 
2008,6,27,0, 
2008,6,28,0, 
2008,6,29,0, 
2008,6,30,0, 
2008,7,1,0, 
2008,7,2,0, 
2008,7,3,0, 
2008,7,4,0, 
2008,7,5,0, 
2008,7,6,0, 
2008,7,7,0, 
2008,7,8,1.74, 
2008,7,9,45.63, 
2008,7,10,0.76, 
2008,7,11,8.64, 
2008,7,12,0, 
2008,7,13,4.07, 
2008,7,14,2, 
2008,7,15,13.42, 
2008,7,16,28.08, 
2008,7,17,0, 
2008,7,18,0, 
2008,7,19,0.82, 
2008,7,20,3.22, 
2008,7,21,6.82, 
2008,7,22,6.32, 
2008,7,23,23.59, 
2008,7,24,7.03, 
2008,7,25,0, 
2008,7,26,5.66, 
2008,7,27,2.03, 
2008,7,28,0, 
2008,7,29,5.54, 
2008,7,30,7.11, 
2008,7,31,8.8, 
2008,8,1,0.53, 
2008,8,2,7.49, 
2008,8,3,2.98, 
2008,8,4,0, 
2008,8,5,1.74, 
2008,8,6,3.22, 
2008,8,7,0, 
2008,8,8,0, 
2008,8,9,11.03, 
2008,8,10,3.93, 
2008,8,11,6.11, 
2008,8,12,0, 
2008,8,13,2.61, 
2008,8,14,8.57, 
2008,8,15,0, 
2008,8,16,0, 
2008,8,17,0.69, 
2008,8,18,1.01, 
2008,8,19,4.03, 
2008,8,20,21.8, 
2008,8,21,1.82, 
2008,8,22,11.36, 
2008,8,23,5.16, 
2008,8,24,11.44, 
2008,8,25,2.59, 
2008,8,26,9.97, 
2008,8,27,0.39, 
2008,8,28,0, 
2008,8,29,0, 
2008,8,30,22.78, 
2008,8,31,0, 
2008,9,1,1.45, 
2008,9,2,10.06, 
2008,9,3,0, 
2008,9,4,14.34, 
2008,9,5,7.62, 
2008,9,6,32.31, 
2008,9,7,16.47, 
2008,9,8,5.34, 
2008,9,9,2.49, 
2008,9,10,16.09, 
2008,9,11,0, 
2008,9,12,0, 
2008,9,13,1.8, 
2008,9,14,34.23, 
2008,9,15,10.82, 
2008,9,16,13.3, 
2008,9,17,3.27, 
2008,9,18,0.82, 
2008,9,19,0, 
2008,9,20,2.44, 
2008,9,21,32.98, 
2008,9,22,8.57, 
2008,9,23,2.67, 
2008,9,24,0, 
2008,9,25,6.33, 
2008,9,26,15.28, 
2008,9,27,0, 
2008,9,28,0, 
2008,9,29,0, 
2008,9,30,13.1, 
2008,10,1,6.95, 
2008,10,2,0, 
2008,10,3,1.2, 
2008,10,4,1.36, 
2008,10,5,0.59, 
2008,10,6,46.27, 
2008,10,7,3.64, 
2008,10,8,1.84, 
2008,10,9,7.58, 
2008,10,10,27.72, 
2008,10,11,0, 
2008,10,12,1.77, 
2008,10,13,26.84, 
2008,10,14,2.24, 
2008,10,15,8.08, 
2008,10,16,1.25, 
2008,10,17,9, 
2008,10,18,3.83, 
2008,10,19,12.94, 
2008,10,20,15.31, 
2008,10,21,5, 
2008,10,22,32.5, 
2008,10,23,3.18, 
2008,10,24,1.22, 
2008,10,25,0, 
2008,10,26,1.7, 
2008,10,27,0, 
2008,10,28,19.42, 
2008,10,29,1.6, 
2008,10,30,2.34, 
2008,10,31,0.82, 
2008,11,1,20.73, 
2008,11,2,6.01, 
2008,11,3,6.93, 
2008,11,4,22.04, 
2008,11,5,0, 
2008,11,6,0.39, 
2008,11,7,4.5, 
2008,11,8,3.44, 
2008,11,9,0.64, 
2008,11,10,29.35, 
2008,11,11,17.78, 
2008,11,12,1.66, 
2008,11,13,9.96, 
2008,11,14,8.62, 
2008,11,15,17.22, 
2008,11,16,2.63, 
2008,11,17,1.57, 
2008,11,18,17.89, 
2008,11,19,1.46, 
2008,11,20,0, 
2008,11,21,10.73, 
2008,11,22,3.98, 
2008,11,23,33.11, 
2008,11,24,13.94, 
2008,11,25,10.07, 
2008,11,26,1.94, 
2008,11,27,2.11, 
2008,11,28,11.06, 
2008,11,29,0.37, 
2008,11,30,9.89, 
2008,12,1,9.59, 
2008,12,2,15.7, 
2008,12,3,0.63, 
2008,12,4,8.26, 
2008,12,5,19.92, 
2008,12,6,3.79, 
2008,12,7,3.98, 
2008,12,8,11.75, 
2008,12,9,0, 
2008,12,10,9.51, 
2008,12,11,9.69, 
2008,12,12,13.3, 
2008,12,13,38.42, 
2008,12,14,0, 
2008,12,15,0, 
2008,12,16,0, 
2008,12,17,0, 
2008,12,18,15.08, 
2008,12,19,30.84, 
2008,12,20,1.66, 
2008,12,21,7.13, 
2008,12,22,0.4, 
2008,12,23,14.1, 
2008,12,24,2.98, 
2008,12,25,0, 
2008,12,26,0, 
2008,12,27,0, 
2008,12,28,0.44, 
2008,12,29,2.43, 
2008,12,30,4.77, 
2008,12,31,1.28, 
2009,1,1,0.49, 
2009,1,2,4, 
2009,1,3,17.29, 
2009,1,4,4.48, 
2009,1,5,19.97, 
2009,1,6,9.87, 
2009,1,7,15.98, 
2009,1,8,19.84, 
2009,1,9,20.83, 
2009,1,10,1.92, 
2009,1,11,1.63, 
2009,1,12,1.96, 
2009,1,13,5.43, 
2009,1,14,13.63, 
2009,1,15,1.81, 
2009,1,16,0, 
2009,1,17,0, 
2009,1,18,15.6, 
2009,1,19,39.69, 
2009,1,20,7, 
2009,1,21,0, 
2009,1,22,11.83, 
2009,1,23,17.17, 
2009,1,24,45.96, 
2009,1,25,2.12, 
2009,1,26,34.46, 
2009,1,27,61.85, 
2009,1,28,0, 
2009,1,29,41.76, 
2009,1,30,23.31, 
2009,1,31,2.16, 
2009,2,1,19.98, 
2009,2,2,0, 
2009,2,3,5.49, 
2009,2,4,3.44, 
2009,2,5,32.03, 
2009,2,6,0, 
2009,2,7,10.9, 
2009,2,8,1.51, 
2009,2,9,7.14, 
2009,2,10,13.49, 
2009,2,11,20.49, 
2009,2,12,41.32, 
2009,2,13,5.99, 
2009,2,14,2.99, 
2009,2,15,11.75, 
2009,2,16,28.77, 
2009,2,17,20.06, 
2009,2,18,28.02, 
2009,2,19,35.5, 
2009,2,20,0, 
2009,2,21,2.85, 
2009,2,22,4.65, 
2009,2,23,56.36, 
2009,2,24,3.83, 
2009,2,25,1.66, 
2009,2,26,1.89, 
2009,2,27,21.77, 
2009,2,28,1.43, 
2009,3,1,5.16, 
2009,3,2,22.82, 
2009,3,3,40.39, 
2009,3,4,14.11, 
2009,3,5,5.24, 
2009,3,6,19.65, 
2009,3,7,12.83, 
2009,3,8,5.58, 
2009,3,9,0, 
2009,3,10,21.51, 
2009,3,11,31.49, 
2009,3,12,1.09, 
2009,3,13,15.25, 
2009,3,14,18.4, 
2009,3,15,4.05, 
2009,3,16,14.89, 
2009,3,17,3.11, 
2009,3,18,6.91, 
2009,3,19,36.41, 
2009,3,20,8.89, 
2009,3,21,10.27, 
2009,3,22,1.84, 
2009,3,23,33.35, 
2009,3,24,16.04, 
2009,3,25,38.03, 
2009,3,26,5.34, 
2009,3,27,36.62, 
2009,3,28,28.21, 
2009,3,29,3.15, 
2009,3,30,3.78, 
2009,3,31,2.71, 
2009,4,1,17.34, 
2009,4,2,2.07, 
2009,4,3,22.81, 
2009,4,4,3.21, 
2009,4,5,64.15, 
2009,4,6,21.18, 
2009,4,7,10.72, 
2009,4,8,5.35, 
2009,4,9,45.49, 
2009,4,10,9.72, 
2009,4,11,11.86, 
2009,4,12,13.86, 
2009,4,13,2.77, 
2009,4,14,5.86, 
2009,4,15,13.36, 
2009,4,16,6.17, 
2009,4,17,0, 
2009,4,18,7.3, 
2009,4,19,4.53, 
2009,4,20,15.52, 
2009,4,21,39.7, 
2009,4,22,3.41, 
2009,4,23,1.54, 
2009,4,24,0, 
2009,4,25,14.48, 
2009,4,26,27.22, 
2009,4,27,13.54, 
2009,4,28,0, 
2009,4,29,0.5, 
2009,4,30,1.64, 
2009,5,1,25.38, 
2009,5,2,3.21, 
2009,5,3,0, 
2009,5,4,0, 
2009,5,5,12.06, 
2009,5,6,9.39, 
2009,5,7,10.33, 
2009,5,8,0, 
2009,5,9,1.94, 
2009,5,10,2.04, 
2009,5,11,2.75, 
2009,5,12,5.46, 
2009,5,13,12.28, 
2009,5,14,2.6, 
2009,5,15,5.38, 
2009,5,16,19.64, 
2009,5,17,21.1, 
2009,5,18,0, 
2009,5,19,11.82, 
2009,5,20,7.99, 
2009,5,21,0, 
2009,5,22,13.56, 
2009,5,23,1.9, 
2009,5,24,0.94, 
2009,5,25,3.83, 
2009,5,26,1.91, 
2009,5,27,3.69, 
2009,5,28,2.13, 
2009,5,29,1.52, 
2009,5,30,1.8, 
2009,5,31,20.1, 
2009,6,1,11.07, 
2009,6,2,0.8, 
2009,6,3,0, 
2009,6,4,0, 
2009,6,5,0, 
2009,6,6,0, 
2009,6,7,2.39, 
2009,6,8,5.55, 
2009,6,9,18.84, 
2009,6,10,2.19, 
2009,6,11,9.93, 
2009,6,12,4.84, 
2009,6,13,7.52, 
2009,6,14,0, 
2009,6,15,0, 
2009,6,16,16.54, 
2009,6,17,31.76, 
2009,6,18,6.73, 
2009,6,19,5.04, 
2009,6,20,28.33, 
2009,6,21,52.46, 
2009,6,22,0.79, 
2009,6,23,2.83, 
2009,6,24,0, 
